Account,Type,Date,Views,Likes,Comments,Caption,Hashtags,URL
musedesign.ae,Reel,20 Apr 2025,4419,270,6,"🌟✨ Highlights from Milan Design Week 2025! ✨🌟  Join us as we take you on a visual journey through the heart of design! 🏛️💫 From the stunning displays at Salone del Mobile to the innovative showcases at Euroluce, and the chic showrooms around Milan, we’ve captured the essence of creativity and inspiration that filled the air.   Swipe through our favorite moments and discover the trends that are shaping the future of design. 💡🎨 Whether it’s cutting-edge furniture, breathtaking installations, or unique collaborations, Milan never fails to amaze!  📸✨ Don’t miss out on these incredible highlights—let’s celebrate the art of design together!   #MilanDesignWeek2025 #SaloneDelMobile #Euroluce #DesignInspiration #MuseDesign #InteriorDesign #CreativeJourney #MilanShowrooms #interiordesigndubai #dubaidesigner #musedesignae #interiordesigncompanydubai","#MilanDesignWeek2025 #SaloneDelMobile #Euroluce #DesignInspiration #MuseDesign #InteriorDesign #CreativeJourney #MilanShowrooms #interiordesigndubai #dubaidesigner #musedesignae #interiordesigncompanydubai",https://www.instagram.com/p/DIqMoz_NAI_/
musedesign.ae,Photo,24 Mar 2025,,557,19,"✨ Exciting new project from the MuSeDesign team at Il Primo Residence Dubai! ✨  We are proud to present our latest penthouse, designed in calming tones and a modern style. This project blends elegant furniture with unique elements, making the space truly special.  Each of our projects is not just about design; it’s about deeply understanding the lifestyle of the client to create a true home for them. We take into account individual preferences and ways of living to ensure every detail reflects the owner’s personality.  In this penthouse, we utilized 3D wooden wall panels, adding texture and depth. Unique lighting creates a cozy and stylish atmosphere, while a minimalist approach to design emphasizes the elegance of each element. Additionally, we integrated travertine into the interior, enhancing the overall sophistication.  Our careful selection of fabrics and attention to every detail ensure that each aspect of the design contributes to creating a harmonious and luxurious environment.  Stay tuned for more inspiration and details about this project! 💫  @MuSedesign.ae - major on creative. From project - to implementation! Call us +971553573290 (Whatsapp) www.musedesign.ae Dubai design district, building 1, office 601. #InteriorDesign #interiordesigndubai #LuxuryLiving #IlPrimo #penthousedesign #HomeDesign #DesignInspo #ElegantInteriors #InteriorDesign #ContemporaryDesign #Penthouse #Ilprimoresidence #ElegantInteriors #Minimalism #DubaiInteriors #DesignForLife #dubaidesigner #designcompanydubai #ilprimoresidences","#InteriorDesign #interiordesigndubai #LuxuryLiving #IlPrimo #penthousedesign #HomeDesign #DesignInspo #ElegantInteriors #ContemporaryDesign #Penthouse #Ilprimoresidence #Minimalism #DubaiInteriors #DesignForLife #dubaidesigner #designcompanydubai #ilprimoresidences",https://www.instagram.com/p/DHly_5Iz3B-/
musedesign.ae,Photo,17 Jul 2024,,632,15,"We are thrilled to share that MuseDesign has been selected as one of the top 20 fit-out companies in Dubai by Design Middle East! 🏆 This recognition is a testament to our commitment to excellence and innovation in the world of interior design.  We are incredibly proud of this achievement and grateful for the opportunity to showcase our passion for creating exceptional spaces. This milestone inspires us to continue pushing boundaries, setting new goals, and delivering outstanding design solutions to our valued clients.  Thank you to @designmiddleeast for this prestigious recognition, and a huge shoutout to our amazing team at MuseDesign for their dedication and hard work. Here’s to many more exciting projects and accomplishments ahead! 🎉✨ #MuseDesign #Top20FitOutCompanies #DubaiDesign #interiordesigndubai #fitoutpowerlist #luxuryconstruction","#MuseDesign #Top20FitOutCompanies #DubaiDesign #interiordesigndubai #fitoutpowerlist #luxuryconstruction",https://www.instagram.com/p/C9hazm6MjKi/
2088.real.estate,Reel,16 Apr 2026,561,62,28,"An entry-level investment opportunity in one of Dubai’s most promising areas - Arjan 🤩  💰Starting prices: • Studios from AED 580,000 • 1-bedroom from AED 990,000 • 2-bedroom from AED 1.25M  Handover: Q4 2028 Payment plan:  40% during construction  60% on handover  This isn’t just an affordable entry point - it’s a location with already established rental demand and strong growth potential 💪  📩 DM us or message on WhatsApp to receive floor plans, availability, and the best units.","",https://www.instagram.com/p/DXMfr-6ktZX/
musedesign.ae,Photo,13 Apr 2025,,691,18,"Discover the epitome of luxury living in the heart of Dubai with this unique penthouse developed by @MuseDesign.ae at Il Primo Residences! 🏙️💎  Every corner of this stunning space is a masterpiece, featuring one-of-a-kind furniture pieces, exquisite lighting, and handcrafted carpets that embody the vibrant essence of contemporary Dubai living. 🎨🛋️  Our meticulous attention to detail ensures a harmonious blend of style and comfort, creating an atmosphere that feels both inviting and sophisticated. ✨🔍  But we didn’t stop at design! Our smart home integration elevates your living experience to new heights, offering convenience and innovation at your fingertips. 📲🏡  Step into a world where luxury meets modern technology—this is more than just a home; it’s a lifestyle. 🌆❤️  @MuSeDesign.ae - Award winning Design and Build company in UAE 🇦🇪  📱 Call us +971553573290 🖥️ www.musedesign.ae 🎥 YouTube: www.youtube.com/@muse-worldofinteriordesign4916 📍 Dubai Design District, building 1, office 601   #DubaiLiving #PenthouseGoals #LuxuryDesign #SmartHome #ContemporaryLiving #IlPrimoResidences #MuseDesign #InteriorDesign #DubaiRealEstate #HomeSweetHome #interiordesigndubai #designerdubai #dubaidesign #dubaidesigner #designcompanydubai","#DubaiLiving #PenthouseGoals #LuxuryDesign #SmartHome #ContemporaryLiving #IlPrimoResidences #MuseDesign #InteriorDesign #DubaiRealEstate #HomeSweetHome #interiordesigndubai #designerdubai #dubaidesign #dubaidesigner #designcompanydubai",https://www.instagram.com/p/DIYkEjlt4Ks/
hosskianii,Reel,28 Oct 2025,259,67,8,"No matter what life throws at me — rejection, silence, chaos, I still show up. I still move forward. And I always choose love 💪❤️ especially the love I give to myself, because that one keeps me going. I love you Hoss, you are phenomenal 😉🤣🤩","",https://www.instagram.com/p/DQVoXKPiMgm/
hosskianii,Photo,03 Nov 2025,,55,11,"Another one 2175000 AED ☝🏽Another project successfully sold out! 🎯 I would like to express my sincere appreciation to Ms. Anastasia, Relationship Manager at Octa. This deal would not have been possible without your continuous support and coordination. Despite the project being one of the most high-demand launches, you still managed to secure a unit for my client through a cancellation. Thank you for your professionalism, dedication, and timely assistance. @property_dubai_unique  Also i would like to thank my lovely larissa for her all time support @moroz.lor","",https://www.instagram.com/p/DQlyUAIEYmz/
hosskianii,Reel,07 Nov 2025,169,59,3,"If you know , you know,","",https://www.instagram.com/p/DQv76Y6kTcC/
hosskianii,Reel,27 Oct 2025,293,46,1,"","",https://www.instagram.com/p/DQTICwNkdgV/
hosskianii,Reel,06 Dec 2025,332,36,3,"What a day , thank You @anastasiia_emaar","",https://www.instagram.com/p/DR6xVgikXE2/
hosskianii,Photo,20 Nov 2025,,172,16,"","",https://www.instagram.com/p/DRRMSbfkWjn/
musedesign.ae,Photo,22 Oct 2023,,166,5,"Thank you, Design Middle East Awards 2023 @designmiddleeast , for shortlisting not one, not two, but FIVE of our projects in various nominations! We are thrilled and honored to be recognized among the best in the industry. Our team at MuseDesign is committed to delivering exceptional design solutions, and this recognition only motivates us to continue pushing boundaries and creating inspiring spaces. Thank you again, and we can’t wait for the awards night! #MuseDesign #DesignMEAwards #DesignExcellence #InspiringSpaces #interiordesigndubai #designdubai","#MuseDesign #DesignMEAwards #DesignExcellence #InspiringSpaces #interiordesigndubai #designdubai",https://www.instagram.com/p/CyssUZUrYeP/
moroz.lor,Photo,17 Nov 2025,,43,17,"😻 Что творит этот тигр!!! Вот это энергия, вот это напор, вот это результат! 💥  Наш Hoss Kiani @hosskianii @hosskianirealtor снова сделал невозможное — и добавил в копилку команды ещё одну мощную сделку! 🔥  🏙️ Sukoon by Nuri Development 📍 Meydan Avenue – Dubai 🏗️ Avenue Development 🏠 1 Bedroom | 932 sq.ft 💰 1,609,000 AED 📅 Off-Plan  Хосс, ты машина продаж и источник вдохновения для всех нас! 💪 Твоя уверенность, настойчивость и драйв заряжают всю команду! Так держать — впереди только больше, громче, сильнее! 🚀  — — — — — — — — — — — — — — — — — — — — — — —  😻 What a beast!!! The energy, the power, the precision — unreal! 💥  Our Hoss Kiani @hosskianii  @hosskianirealtor did it again — another massive deal added to the team’s scoreboard! 🔥  🏙️ Sukoon by Nuri Development 📍 Meydan Avenue – Dubai 🏗️ Avenue Development 🏠 1 Bedroom | 932 sq.ft 💰 AED 1,609,000 📅 Off-Plan  Hoss, you’re an absolute sales machine and a true inspiration for everyone! 💪 Your drive and persistence light up the whole team — unstoppable energy! Let’s keep going — bigger, louder, stronger! 🚀","",https://www.instagram.com/p/DRK9IuoCOaF/
hosskianii,Reel,06 Feb 2026,312,22,0,"","",https://www.instagram.com/p/DUZ2mrZkcVZ/
hosskianii,Reel,14 Nov 2025,218,51,1,"Running 🏃 #running #keeprunning #D3 #dubaidesigndistrict","#running #keeprunning #D3 #dubaidesigndistrict",https://www.instagram.com/p/DRCDaJtEW4Z/
ol_interior_dubai,Reel,20 Apr 2026,335,30,1,"🎬 «WHITE VILLA» Эпизод 34  Лучшая немецкая краска PROFITEC 🙌🏻 Заказ краски Наталья +971 56 181 8195 Сайт: https://alpaintura.ae Инстаграм @profitec.middle_east   “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DXV2a9UAjqh/
hosskianii,Reel,20 Nov 2025,339,60,1,"Late-night cycling 🚴‍♂️💨 Fresh haircut 💇‍♂️✨ Kite Beach weather on point 🌙🌬️🌊 What else do I need? Thank you God, thank you Universe — grateful for this moment 🙏💙✨  #Dubai #KiteBeach #DubaiLife #NightRide #CyclingDubai #GratefulHeart #Blessed #FreshCut #DubaiVibes #Manifesting #GoodEnergy #thankyouuniverse❤️","#Dubai #KiteBeach #DubaiLife #NightRide #CyclingDubai #GratefulHeart #Blessed #FreshCut #DubaiVibes #Manifesting #GoodEnergy #thankyouuniverse❤️",https://www.instagram.com/p/DRSuerpE7Zd/
ol_interior_dubai,Reel,15 Apr 2026,368,26,0,"🎬 «WHITE VILLA» Эпизод 31  Стеновые панели DI&ME @tashchilin_alexsandr  diandme.com  +971581979541  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DXJU1Fbgs6y/
ol_interior_dubai,Reel,22 Apr 2026,239,18,0,"🎬 «WHITE VILLA» Reel Series: Episode 35  Жизнь дизайнера интерьера без фильтров. Как я превращаю арендованную виллу в Дубае в дом своей мечты.   Уже не могу дождаться покраски стен 💓  Немецкая краски PROFITEC  @profitec.middle_east  Tel +971 56 181 8195 & Мои строители на вилле Компания SLS interiors  @slsinteriorsllc  Tel +971501140606  Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DXa7wIpAu4Q/
hosskianii,Reel,13 Nov 2025,379,37,2,"","",https://www.instagram.com/p/DQ_ZBxrEdYU/
hosskianii,Reel,23 Dec 2025,171,46,1,"","",https://www.instagram.com/p/DSmTEGwEew9/
musedesign.ae,Reel,18 Jan 2024,28069,464,22,"Check out the incredible transformation of this villa by the MuseDesign team! From complete reconstruction to reimagined layout. We’ve incorporated top-of-the-line features such as: new air conditioning systems by @daikinmea, sound-absorbing windows, smart home technologies by @jung_smart and exclusive Italian furniture. Every detail was carefully considered, with the finest brands and technologies implemented throughout the project. Featuring @gessi_official, Toto, and @bagnodesignuae plumbing fixtures, @baswa.acoustic sound-absorbing ceilings, and furniture from @poliform_official , @minotti_spa , @visionnairehomephilosophy , and @cattelanitalia . Lighting by @flos adds the perfect finishing touch. We’re thrilled to have had the opportunity to turn this space into the perfect home for our client. #MuseDesign #VillaTransformation #LuxuryLiving #interiordesigndubai #luxuryconstruction #renovationdubai","#MuseDesign #VillaTransformation #LuxuryLiving #interiordesigndubai #luxuryconstruction #renovationdubai",https://www.instagram.com/p/C2P4H9Qpm4k/
ol_interior_dubai,Reel,18 Apr 2026,442,31,0,"🎬 «WHITE VILLA» Эпизод 33   Компания SLS interiors  Ремонт, MEP, бассейны и корпусная мебель.  Home - SLS Interiors @slsinteriorsllc  +971501140606 Telegram @akhrorr  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DXRcWnkAkns/
ol_interior_dubai,Reel,16 Apr 2026,228,18,0,"🎬 «WHITE VILLA» Эпизод 32  @aquaphorme  https://aquaphor.com/en-ae  Mob/whatsap +971 50 794 1062  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом для своей семьи.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DXMq_9iguty/
interiorsbycollins,Photo,30 Jan 2020,,2,0,"","",https://www.instagram.com/p/B78LeJrp_B-/
interiorsbycollins,Photo,30 Jan 2020,,1,0,"","",https://www.instagram.com/p/B78LB0eJBC0/
musedesign.ae,Photo,13 Oct 2023,,539,27,"🤍 We would like to express our gratitude to Design Middle East @designmiddleeast for featuring Musedesign on their cover story. We are thrilled to have our success recognized and encourage everyone to check out the October issue (You can see the link in our bio).  💎Thank you for the opportunity to share our passion, creativity, and teamwork with your readers!#designmiddleeast #luxuryconstruction #interiordesigndubai #dubaidesigner #designdubai #musedesignae","#designmiddleeast #luxuryconstruction #interiordesigndubai #dubaidesigner #designdubai #musedesignae",https://www.instagram.com/p/CyV4y-TsqFZ/
ol_interior_dubai,Reel,24 Apr 2026,260,19,1,"🎬 «WHITE VILLA» Reel Series: Episode 37  Жизнь дизайнера интерьера без фильтров. Как я превращаю арендованную виллу в Дубае в дом своей мечты.  Компания SLS interiors  Ремонт, MEP, бассейны и корпусная мебель.  Home - SLS Interiors @slsinteriorsllc  +971501140606 Telegram @akhrorr  #ремонтвдубае #дизайнеринтерьера #olgamelnikova  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #olgamelnikova #whitevilla #дизайнердубай",https://www.instagram.com/p/DXgGkObAkIa/
interiorsbycollins,Reel,11 Nov 2020,11,1,0,"","",https://www.instagram.com/p/CHdArfPp48u/
musedesign.ae,Reel,11 Mar 2024,10443,395,8,"Step into luxury living at The Address Skyview Tower Dubai, where Musedesign Company has transformed this apartment into a stunning masterpiece. With a prime location and breathtaking Burj Khalifa views, we’ve reimagined the space with a contemporary interior that exudes elegance.  Our team revamped the layout to create a spacious master bedroom suite complete with a walk-in closet fit for royalty. Experience the epitome of sophistication and style with our exquisite design concepts brought to life. #LuxuryLiving #AddressSkyview #Dubai #Musedesign #interiordesigndubai","#LuxuryLiving #AddressSkyview #Dubai #Musedesign #interiordesigndubai",https://www.instagram.com/p/C4YPKebsrDP/
ol_interior_dubai,Reel,24 Apr 2026,123,9,1,"PADEL CUP DUBAIDESIGN 🏆  A private padel tournament for designers, architects and suppliers.  An exclusive event created for the professional interior design community in Dubai.  This tournament is also a big networking event for Russian-speaking and English-speaking designers, architects and suppliers — a space to connect, socialise and build new partnerships.  Padel Edition 📅 9 May ⏰ 2:00 PM – 8:30 PM  — Main tournament — Final matches — Awards ceremony — Networking with participants and partners  A high-calibre audience, an informal premium atmosphere and direct access to the professional design community.  If you would like to become a partner of the tournament, please send us a direct message.","",https://www.instagram.com/p/DXgCYZlgjgX/
ol_interior_dubai,Reel,23 Apr 2026,407,19,2,"🎬 «WHITE VILLA» Reel Series: Episode 36  Жизнь дизайнера интерьера без фильтров. Как я превращаю арендованную виллу в Дубае в дом своей мечты.  #ремонтвдубае #дизайнеринтерьера #olgamelnikova  #whitevilla #дизайнердубай   OLINTERIOR OLGAMELNIKOVA","#ремонтвдубае #дизайнеринтерьера #olgamelnikova #whitevilla #дизайнердубай",https://www.instagram.com/p/DXeTmEVguEY/
hosskianii,Reel,27 Dec 2025,352,42,0,"A night to remember #thankyou2025","#thankyou2025",https://www.instagram.com/p/DSxcNczkhgA/
ol_interior_dubai,Photo,12 Sept 2023,,274,15,"Home Interior Book 📕   So, you may ask What is the ""Home Interior Book""? The Home Interior Book is a book that gives complete guidelines up to the smallest detail, where each detail of home décor goes.  Almost everyone in the Emirates uses house staff and faces the same problems 😌 when the staff, during cleaning, changes the decor in places or does not put the pillows on the sofa correctly, etc  We set up the design and, at the end, every item of furniture and décor in accordance with the designer's intentions when we hand over projects.  Afterwards, we take a picture 📸 of the interior and indicate with measurement lines where and how everything should stand or lay on each picture.  Complete guideline that even a child understands how to put each detail as per the intention of the designer ☝🏻  As a result, the interior is always like the cover of a magazine, not as the housekeeper saw fit.  Not everyone has a taste; even a very good interior can be killed after cleaning since you will no longer find carpets, sofas, or decor in their places, and all proportions will be violated.  In order for our clients to appreciate the design over the long term, we take photos and create a ""Home Interior Book"" once the design project is done.","",https://www.instagram.com/p/CxFGC1nsj3l/
musedesign.ae,Reel,27 Dec 2025,19130,510,42,"Within the rhythm of construction, something timeless is taking shape in Dubai District 1.  This is where raw space meets intention. Where stone, marble, and natural veneer are not simply installed — but sculpted, touched, refined by hand.  Every line, every junction, every surface is crafted by skilled artisans, guided by our designers, and executed under constant, uncompromising supervision on site.  There is no coincidence here. Only precision. Only control. Only devotion to excellence.  What you see now is just a moment in the journey — the final transformation is yet to be revealed.  Follow us to witness the completed vision unfold ✨ The result will speak for itself.  #MuSeDesign #HandcraftedLuxury #BespokeInteriors #DubaiDesign #DistrictOne #LuxuryFitOut #CraftedByHand #DesignWithSoul #WorkInProgress #followtheprocess #interiordesigndubai #dubaidesigner #musedesignae #designdubai","#MuSeDesign #HandcraftedLuxury #BespokeInteriors #DubaiDesign #DistrictOne #LuxuryFitOut #CraftedByHand #DesignWithSoul #WorkInProgress #followtheprocess #interiordesigndubai #dubaidesigner #musedesignae #designdubai",https://www.instagram.com/p/DSxYWoSkcCM/
musedesign.ae,Photo,27 Oct 2023,,226,11,"🤍 We are thrilled to announce that Musedesign has been highly commended in the nomination for Best Refurbishment Project by Design Middle East 2023🇦🇪! We are grateful for this recognition and would like to thank our amazing team and clients who have supported us throughout the years. This achievement motivates us to continue pushing boundaries and creating exceptional designs that exceed expectations. Thank you to everyone who has been a part of this journey with us! #Musedesign #DesignMiddleEast #designmeawards #interiordesigndubai #InteriorDesign #luxurydesign","#Musedesign #DesignMiddleEast #designmeawards #interiordesigndubai #InteriorDesign #luxurydesign",https://www.instagram.com/p/Cy6MiRKp61l/
ol_interior_dubai,Photo,10 Jun 2025,,149,12,"Let’s get to know each other 💫  My name is Olga Melnikova, and I’m someone who turns spaces into a lifestyle.  ✨ With over 16 years of experience, I’ve completed 350+ interior design projects across 9 countries — from cozy apartments to high-end villas and commercial spaces.  🔝 Ranked among the Top 50 Designers in the Middle East by Identity.ae 📍Founder and head of OL interior based in the UAE 🤝 Creator of a professional design community in the Emirates 🎤 Founder of the RUSSIAN DESIGN FORUM 📰 Featured in Time’s Person interview 🏆 Winner of international design competitions and awards 📚 Published in Elle Decoration and other leading magazines  I combine aesthetics, strategy, and big-picture thinking — so that your design doesn’t just look good, but truly serves your life, business, and comfort.  If you’re looking for a professional design partner, or someone who can see beyond the surface — I’d love to connect.  📩 Message me directly or leave a request via the link in bio.  ———  Знакомимся ближе 💫  Меня зовут Ольга Мельникова, и я — человек, который превращает пространство в стиль жизни.  ✨ За 16 лет работы я реализовала 350+ дизайн-проектов в 9 странах мира — от уютных апартаментов до премиальных вилл и коммерческих пространств.  🔝 Вхожу в Top 50 лучших дизайнеров Ближнего Востока, по версии Identity.ae 📍Руководитель студии OL interior в ОАЭ 🤝 Организатор профессионального сообщества дизайнеров в Эмиратах 🎤 Основатель RUSSIAN DESIGN FORUM 📰 Героиня интервью Time’s Person 🏆 Призёр международных конкурсов и премий 📚 Публикуюсь в Elle Decoration и в других ведущих изданиях  Я объединяю эстетику, стратегию и масштабное мышление — чтобы дизайн не просто радовал глаз, а работал на вашу жизнь, бизнес и комфорт.  Если вы ищете профессионального партнёра в дизайне, или вам важно доверить проект человеку, который умеет видеть больше — буду рада познакомиться.  📩 Пишите в директ или оставляйте заявку в профиле.","",https://www.instagram.com/p/DKtt6LXzVgF/
ol_interior_dubai,Photo,19 Sept 2023,,435,43,"Our projects will soon be published in the interior magazine Salon in Dubai and Interior + Design in Russia.  WHY WE?  ▪️Our design team gathered from all over the world, they are the best designers, who were born with talent, a sense of style and a desire to give beauty to the world. ▪️We work with love for beauty and style, taking care of our customers. ▪️We are the first to find out from our partners, suppliers of furniture, lighting and decor about new collections and new arrivals in showrooms. ▪️We work only with reliable suppliers. We do not fail with delivery and order quality. ▪️We know how to combine furniture, decor and light in the right concept at a reasonable price. ▪️Furniture, light and decor showrooms provide us with the best prices, as we are regular customers, thus we complete objects with the best offers on the Emirates market. ▪️We help investors and customers to create an interior, with all the principles of ergonomics, marketing, which will help to further sell the apartment profitably. ▪️We are fanatical and reverent with each project. ▪️Upon completion, we can do a presentable photo shoot","",https://www.instagram.com/p/CxXWWdit36G/
interiorsbycollins,Photo,30 Jan 2020,,0,0,"","",https://www.instagram.com/p/B78LTZapIXv/
interiorsbycollins,Photo,30 Jan 2020,,0,0,"","",https://www.instagram.com/p/B78LKuppQ4X/
musedesign.ae,Reel,19 Oct 2023,8948,254,13,"Take a peek inside this stunning contemporary 2 bedroom apartment in the Royal Atlantis Residences on Palm Jumeirah in Dubai. MuSeDesign has done it again with their impeccable taste and attention to detail. From the elegant furniture to the marble and wood panels, this space is truly breathtaking. And don’t forget about the unique art pieces that add an extra touch of sophistication. This is luxury living at its finest. #MuSeDesignae #RoyalAtlantisResidences #Dubai #LuxuryLiving #InteriorDesign #interiordesigndubai #royalatlantis #palmjumeirah","#MuSeDesignae #RoyalAtlantisResidences #Dubai #LuxuryLiving #InteriorDesign #interiordesigndubai #royalatlantis #palmjumeirah",https://www.instagram.com/p/CylQ0zMJx3O/
interiorsbycollins,Photo,30 Jan 2020,,0,0,"","",https://www.instagram.com/p/B78K6eNps6h/
hosskianii,Photo,25 Dec 2025,,98,2,"","",https://www.instagram.com/p/DSsrD28k3wS/
katrina.antonovich.official,Photo,26 Apr 2026,,5,0,"A kitchen that doesn’t just function — it defines a lifestyle.  This is not simply a space. This is precision, craftsmanship, and quiet luxury at its finest.  Like a Rolls-Royce, every detail here is intentional — from the flawless marble surfaces to the symmetry of the design, from the soft lighting to the seamless integration of technology.  No excess. No noise. Just pure, refined excellence.  This is where design meets discipline. Where elegance is felt, not shown. Where every moment — even the simplest — becomes elevated.  Because true luxury isn’t loud. It’s perfectly engineered.  Timeless. Effortless. Iconic.  #HauteLiving #LuxuryKitchen #RollsRoyceLevel #InteriorDesign #KitchenDesign","#HauteLiving #LuxuryKitchen #RollsRoyceLevel #InteriorDesign #KitchenDesign",https://www.instagram.com/p/DXmvvuLDadX/
ol_interior_dubai,Reel,23 Mar 2026,237,-1,0,"🎬 «WHITE VILLA» Эпизод 19 Выбор краски  Заказ краски Наталья +971 56 181 8195 Сайт: https://alpaintura.ae Инстаграм @profitec.middle_east   Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом.  “Реальная жизнь дизайнера интерьера и жизнь без фильтров” - в моем мини сериале.   Партнерам: Если хотите, чтобы ваш бренд появился в проекте — напишите в Direct “COLLAB”.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWPAgAbAgiq/
katrina.antonovich.official,Reel,23 Apr 2026,763,12485,7,"Welcome to a new level of living. 🔥🔥🔥 Where every detail speaks luxury, every texture tells a story, and every moment feels like art.  Ultra high-end vibes. Timeless interior. Energy of pure elegance.  This isn’t just a place — it’s a lifestyle.  Step inside. Feel it. Live it.#luxurydesign #premiumliving #ultraluxury #highendliving #luxurylifestyle","#luxurydesign #premiumliving #ultraluxury #highendliving #luxurylifestyle",https://www.instagram.com/p/DXeDHhlDYgS/
katrina.antonovich.official,Reel,24 Mar 2026,1494,11015,21,"Creating iconic spaces for high-end lifestyle.","",https://www.instagram.com/p/DWQ2V6djfRF/
ol_interior_dubai,Reel,27 Mar 2026,403,-1,0,"🎬 «WHITE VILLA» Эпизод 21  @klimat_frost_dubai  frost-air.ae Телефон Frost +971 55 155 4922  Арендовала виллу в Дубае и снимаю Reels-сериал о том, как превращаю её в дом. Ремонт, меблировка и реальная жизнь дизайнера интерьера — без фильтров, без глянца, без идеальной картинки.  #ремонтвдубае #дизайнеринтерьера #интерьервдубае  #whitevilla #дизайнердубай","#ремонтвдубае #дизайнеринтерьера #интерьервдубае #whitevilla #дизайнердубай",https://www.instagram.com/p/DWYiS6PAjMm/
katrina.antonovich.official,Reel,25 Apr 2026,267,9393,5,"Red ❤️. Power. Presence.  This is not just a look — it’s an entrance.  Crystal energy. Bold details. Unapologetic elegance.  Welcome to a world where luxury speaks for itself.  📩 DM for bespoke design & interiors.  #interiordesign #luxuryliving #luxurylifestyle #luxuryinteriors","#interiordesign #luxuryliving #luxurylifestyle #luxuryinteriors",https://www.instagram.com/p/DXi5g6LjXqc/
katrina.antonovich.official,Reel,26 Apr 2026,226,3472,2,"Behind every beautiful interior are dozens of samples, comparisons, and decisions. This is where the perfect combination of materials comes to life ❤️. #luxuryliving #interiordesign #milandesignweek #designinspiration","#luxuryliving #interiordesign #milandesignweek #designinspiration",https://www.instagram.com/p/DXlOJYmiA74/
katrina.antonovich.official,Reel,24 Apr 2026,1028,13302,10,"Welcome Home 🤍 Where every detail speaks of style and comfort. Marble, textures, and refined finishes — all in perfect harmony.  More than a space. It’s a feeling.  #WelcomeHome #LuxuryLiving #antonovichgroup","#WelcomeHome #LuxuryLiving #antonovichgroup",https://www.instagram.com/p/DXf7_-eCJX-/
katrina.antonovich.official,Photo,24 Apr 2026,,12915,13,"Design is not just how it looks — it’s how it makes you feel every single day.  I create interiors that reflect your level, your lifestyle, and your ambition.  Every detail is intentional. Every space is designed to elevate you.  If you’re ready for a home that truly represents who you are — let’s make it happen.  📩 DM me to start your project. #viralreels #explorepage #fyp #reelitfeelit #ɪɴsᴛᴀɢᴏᴏᴅ","#viralreels #explorepage #fyp #reelitfeelit #ɪɴsᴛᴀɢᴏᴏᴅ",https://www.instagram.com/p/DXhM9n1F489/
